Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02 00:00:00,139.660004,139.949997,138.720001,139.229996,115.682449,6842100
2018-01-03 00:00:00,139.360001,140.679993,138.899994,140.559998,116.787498,5350500
2018-01-04 00:00:00,140.449997,141.139999,140.220001,140.550003,116.779175,4837600
2018-01-05 00:00:00,140.690002,141.820007,140.279999,141.710007,117.743034,6158800
2018-01-08 00:00:00,141.699997,142.000000,140.919998,141.889999,117.892540,5129800
2018-01-09 00:00:00,142.369995,145.679993,142.259995,144.139999,119.762009,8897000
2018-01-10 00:00:00,143.550003,144.160004,143.320007,143.970001,119.620758,6558600
2018-01-11 00:00:00,144.130005,144.899994,143.690002,144.789993,120.302086,4962200
2018-01-12 00:00:00,144.990005,146.419998,144.899994,145.759995,121.108032,5450600
2018-01-16 00:00:00,146.419998,148.059998,146.029999,146.860001,122.021988,8804000
2018-01-17 00:00:00,147.839996,148.320007,145.479996,146.979996,122.121681,10619700
2018-01-18 00:00:00,146.929993,147.440002,145.970001,146.919998,122.071823,5554800
2018-01-19 00:00:00,147.460007,147.649994,146.419998,147.360001,122.437454,8738800
2018-01-22 00:00:00,147.009995,148.139999,146.720001,148.139999,123.085556,7010400
2018-01-23 00:00:00,146.960007,147.440002,141.619995,141.830002,117.842705,17473600
2018-01-24 00:00:00,143.500000,143.559998,141.800003,142.070007,118.042145,13034400
2018-01-25 00:00:00,142.309998,144.660004,142.210007,144.399994,119.978058,7938800
2018-01-26 00:00:00,144.500000,145.600006,144.130005,145.330002,120.750763,8065600
2018-01-29 00:00:00,144.850006,144.940002,143.529999,143.679993,119.379837,8013400
2018-01-30 00:00:00,143.399994,143.820007,142.429993,142.429993,118.341209,8376100
2018-01-31 00:00:00,142.570007,142.570007,138.100006,138.190002,114.818344,13137400
2018-02-01 00:00:00,137.529999,140.669998,137.000000,140.020004,116.338806,9393600
2018-02-02 00:00:00,139.020004,140.360001,137.380005,137.679993,114.394585,9262500
2018-02-05 00:00:00,136.580002,137.000000,122.150002,130.389999,108.337502,19954100
2018-02-06 00:00:00,130.009995,132.990005,128.000000,131.830002,109.533981,19193500
2018-02-07 00:00:00,131.889999,133.429993,131.350006,131.419998,109.193314,10550400
2018-02-08 00:00:00,130.910004,131.250000,126.110001,126.360001,104.989120,11680200
2018-02-09 00:00:00,127.519997,130.919998,125.440002,129.529999,107.622955,15030900
2018-02-12 00:00:00,130.000000,131.320007,127.680000,130.270004,108.237831,9963900
2018-02-13 00:00:00,129.210007,130.600006,128.699997,129.960007,107.980247,6339000
2018-02-14 00:00:00,129.440002,130.009995,128.389999,129.669998,107.739296,6259700
2018-02-15 00:00:00,130.100006,131.279999,129.399994,131.229996,109.035461,5606400
2018-02-16 00:00:00,130.960007,134.449997,130.839996,133.149994,110.630730,7970100
2018-02-20 00:00:00,132.869995,133.449997,130.660004,130.869995,108.736328,6563500
2018-02-21 00:00:00,130.800003,132.429993,129.860001,129.910004,107.938721,6578000
2018-02-22 00:00:00,130.100006,131.020004,129.479996,129.910004,107.938721,5732200
2018-02-23 00:00:00,130.089996,132.080002,130.020004,132.020004,109.691872,5126800
2018-02-26 00:00:00,131.710007,133.410004,131.000000,132.070007,110.436058,6684400
2018-02-27 00:00:00,132.210007,133.089996,131.600006,131.669998,110.101585,7158600
